district;school;growthstatus;pctpassingeogtests;pctfreereduced;hasstringsprogram;schoolscore;grade
Johnston County Schools;West View Elementary;Met;69.0;23.7;0;72;B
Johnston County Schools;Archer Lodge Middle;Met;59.0;39.5;0;61;C
Orange County Schools;Grady Brown Elementary;Met;65.4;47.2;0;69;C
Lee County Schools;Greenwood Elementary;Met;50.6;77.9;0;57;C
Lee County Schools;Broadway Elementary;Met;45.0;77.3;0;53;D
Union County Public Schools;Porter Ridge High School;Met;68.1;25.7;0;77;B
Onslow County Schools;Meadow View Elementary;Exceeded;52.7;51.7;0;61;C
Onslow County Schools;Silverdale Elementary;Exceeded;51.1;48.1;0;58;C
Yadkin County Schools;Courtney Elementary;Exceeded;74.9;63.5;0;77;B
Onslow County Schools;Jacksonville High;Exceeded;57.4;35.6;0;74;B
Orange County Schools;Hillsborough Elementary;Met;73.8;16.4;0;73;B
Orange County Schools;Central Elementary;NotMet;44.5;68.4;0;48;D
Onslow County Schools;Northside High;Exceeded;55.4;41.1;0;71;B
Onslow County Schools;Swansboro Elementary;Met;65.6;36.8;0;69;C
Onslow County Schools;Dixon Middle;Met;53.7;45.6;0;57;C
Harnett County Schools;Western Harnett Middle;Exceeded;46.9;58.2;0;55;C
Harnett County Schools;Harnett Central High;Exceeded;52.6;50.8;0;71;B
Surry County Schools;Mountain Park Elementary;Met;52.1;78.9;0;58;C
Haywood County Schools;Clyde Elementary;Exceeded;63.3;69.0;0;69;C
Harnett County Schools;Wayne Avenue Elem;NotMet;26.2;79.6;0;33;F
Henderson County Schools;Atkinson Elementary;Met;68.3;45.8;0;71;B
Harnett County Schools;Overhills Middle;NotMet;45.9;48.9;0;49;D
Lee County Schools;Deep River Elementary;Met;48.0;81.2;0;53;D
Harnett County Schools;Coats Elementary;Met;51.2;69.7;0;56;C
Harnett County Schools;Dunn Middle;Met;36.0;76.6;0;46;D
Pitt County Schools;Bethel Elementary;Exceeded;48.2;70.4;0;57;C
Pitt County Schools;South Central High;NotMet;43.5;49.5;0;59;C
Pitt County Schools;North Pitt High;NotMet;36.3;67.6;0;54;D
Pitt County Schools;Hope Middle;Exceeded;72.8;32.8;0;78;B
New Hanover County Schools;Wilmington Early College High;Met;74.5;50.8;0;81;B
Rutherford County Schools;East Rutherford Middle School;NotMet;51.1;68.0;0;54;D
Mooresville City Schools;Mooresville Intermediate;Exceeded;66.5;39.2;0;71;B
New Hanover County Schools;Holly Shelter Middle;NotMet;53.3;52.5;0;56;C
Union County Public Schools;Cuthbertson High;Exceeded;83.1;12.1;0;88;A
Newton Conover City Schools;Discovery High School;Met;71.4;37.7;0;79;B
Nash-Rocky Mount Schools;G R Edwards Middle;NotMet;46.1;71.7;0;50;D
Nash-Rocky Mount Schools;Nash Central High;NotMet;31.0;56.3;0;52;D
Nash-Rocky Mount Schools;Nashville Elementary;Met;55.0;61.1;0;59;C
New Hanover County Schools;R Freeman Sch of Engineering;NotMet;36.3;;0;43;D
Nash-Rocky Mount Schools;NRM Early College High School;NotMet;63.7;45.1;0;73;B
Guilford County Schools;T Wingate Andrews High;Exceeded;42.3;82.4;0;65;C
Halifax County Schools;Aurelian Springs Elementary;Met;33.0;89.6;0;41;D
Guilford County Schools;Shadybrook Elementary;NotMet;54.5;47.0;0;56;C
Guilford County Schools;Sumner Elementary;Exceeded;43.9;88.1;0;53;D
Harnett County Schools;Angier Elementary;Exceeded;43.1;75.3;0;52;D
Halifax County Schools;Everetts Elementary;NotMet;18.8;90.2;0;28;F
Hoke County Schools;Don D Steed Elementary;NotMet;58.4;49.9;0;58;C
Guilford County Schools;Waldo C Falkener Sr Elementary;NotMet;32.2;;0;39;F
Guilford County Schools;Wiley Accel/Enrichment;Met;36.4;;0;46;D
Pasquotank County Schools;Elizabeth City Middle;NotMet;38.6;65.8;0;43;D
Pasquotank County Schools;Pasquotank Elementary;NotMet;37.7;74.2;0;44;D
Perquimans County Schools;Perquimans County Middle;Met;44.9;62.7;0;50;D
Pender County Schools;Pender Early College High;Met;75.9;45.5;0;86;A
Pender County Schools;North Topsail Elementary;Met;62.4;45.0;0;66;C
Person County Schools;Stories Creek Elementary;Met;72.2;71.8;0;75;B
Randolph County Schools;Tabernacle Elementary;Met;52.5;66.4;0;56;C
Pitt County Schools;Belvoir Elementary;Exceeded;35.0;94.9;0;46;D
Pasquotank County Schools;Central Elementary;Met;56.3;59.3;0;61;C
Pender County Schools;Burgaw Elementary;Met;44.4;81.4;0;50;D
Richmond County Schools;Washington Street Elementary;Exceeded;51.6;76.4;0;60;C
Randolph County Schools;Archdale-Trinity Middle;NotMet;56.0;46.7;0;59;C
Randolph County Schools;Eastern Randolph High;NotMet;32.9;61.5;0;53;D
Richmond County Schools;Rockingham Middle;Exceeded;54.9;68.8;0;63;C
Randolph County Schools;Randleman Middle;Met;48.0;65.0;0;54;D
Rockingham County Schools;New Vision Sch.of Math/Sci/Tec;Exceeded;73.0;38.1;0;76;B
Rockingham County Schools;Rockingham County High;Exceeded;54.0;35.1;0;68;C
Rockingham County Schools;Monroeton Elementary;Exceeded;59.1;57.6;0;65;C
Richmond County Schools;West Rockingham Elementary;Met;40.7;86.5;0;48;D
Rockingham County Schools;Wentworth Elementary;Met;64.9;46.5;0;69;C
Robeson County Schools;Magnolia Elementary;NotMet;29.6;86.0;0;36;F
Robeson County Schools;Union Chapel Elementary;Met;39.6;77.6;0;48;D
Robeson County Schools;Saint Pauls Elementary;Met;26.8;83.9;0;38;F
Robeson County Schools;Rosenwald Elementary;Met;23.2;80.7;0;34;F
Robeson County Schools;Townsend Middle;Met;20.9;91.5;0;32;F
Rutherford County Schools;Forrest W Hunt Elementary School;Met;58.8;78.1;0;64;C
Sampson County Schools;Roseboro-Salemburg Middle;Exceeded;50.0;69.8;0;58;C
Rockingham County Schools;Western Rockingham Middle;Met;50.4;60.5;0;54;D
Rowan-Salisbury Schools;Knollwood Elementary;Met;40.9;78.7;0;49;D
Sampson County Schools;Plain View Elementary;Met;70.8;43.4;0;73;B
Rowan-Salisbury Schools;Woodleaf Elementary;Met;50.0;68.8;0;56;C
Stanly County Schools;Oakboro Elementary;NotMet;58.8;51.3;0;61;C
Rowan-Salisbury Schools;Hurley Elementary;Met;43.4;73.8;0;49;D
Sampson County Schools;Union Middle;Met;40.9;79.9;0;49;D
Rowan-Salisbury Schools;Erwin Middle;Met;46.5;51.3;0;51;D
Transylvania County Schools;Brevard Elementary;Exceeded;60.1;63.0;0;65;C
Transylvania County Schools;Brevard Middle;Exceeded;59.5;57.6;0;65;C
Surry County Schools;Pilot Mountain Elementary;Met;61.6;57.1;0;63;C
Tyrrell County Schools;Tyrrell Elementary;NotMet;41.1;77.1;0;45;D
Wake County Schools;Holly Ridge Elementary;Met;73.3;25.0;0;76;B
Surry County Schools;Meadowview Middle;NotMet;45.9;76.5;0;49;D
Stanly County Schools;Stanfield Elementary;Met;64.5;51.2;0;67;C
Surry County Schools;Flat Rock Elementary;Met;65.6;87.0;0;67;C
Surry County Schools;Copeland Elementary;Met;59.6;71.5;0;63;C
Wake County Schools;Salem Middle;Exceeded;79.3;15.4;0;81;B
Union County Public Schools;Stallings Elementary;Met;84.6;22.0;0;85;A
Union County Public Schools;Waxhaw Elementary;Met;66.3;40.2;0;69;C
Wake County Schools;Banks Rd Elementary;Exceeded;72.9;29.9;0;76;B
Vance County Schools;Northern Vance High;NotMet;30.5;67.5;0;50;D
Wake County Schools;Brier Creek Elementary;Met;70.8;22.1;0;72;B
Wake County Schools;Bugg Elementary;Met;46.3;62.7;0;52;D
Wake County Schools;Carnage Middle;Met;69.3;34.3;1;70;B
Union County Public Schools;Marvin Ridge High;Exceeded;85.2;;0;91;A
Union County Public Schools;Rea View Elementary;NotMet;89.8;;0;84;B
Vance County Schools;L B Yancey Elementary;Met;40.1;;0;48;D
Wake County Schools;East Wake School of Arts Education and G;Exceeded;49.5;58.2;0;68;C
Wake County Schools;East Wake School of Integrated Technolog;Met;41.5;59.2;0;60;C
Wake County Schools;East Wake School of Engineering;NotMet;34.1;46.0;0;54;D
Wake County Schools;Harris Creek Elementary;Exceeded;65.1;32.2;0;69;C
Wake County Schools;Herbert Akins Rd Elementary;Met;73.6;24.7;0;74;B
Wake County Schools;Combs Elementary;Exceeded;68.9;31.8;0;73;B
Wake County Schools;Durant Road Middle;NotMet;60.8;38.4;0;62;C
Wake County Schools;Carpenter Elementary;Met;76.4;21.0;0;76;B
Wake County Schools;Garner High;Exceeded;53.9;44.4;1;71;B
Wake County Schools;Conn Elementary;Met;55.6;46.3;0;59;C
Wake County Schools;Holly Springs Elementary;Exceeded;80.0;15.6;0;82;B
Wake County Schools;Wake Forest High School;Exceeded;68.5;27.1;1;80;B
Wake County Schools;Lynn Road Elementary;NotMet;48.0;53.0;0;52;D
Wake County Schools;Lufkin Road Middle;Exceeded;81.4;13.6;0;84;B
Wake County Schools;Lake Myra Elementary;NotMet;54.5;45.8;0;56;C
Wake County Schools;Heritage Elementary;NotMet;81.8;14.2;0;79;B
Wake County Schools;Oak Grove Elementary;Met;82.7;16.2;0;83;B
Wake County Schools;Wakelon Elementary;Met;52.1;72.8;0;57;C
Wake County Schools;Rolesville High;Met;50.4;42.6;1;56;C
Wake County Schools;Poe Elementary;Met;54.5;57.7;1;60;C
Wayne County Public Schools;Carver Heights Elementary;Met;27.0;94.2;0;38;F
Wake County Schools;Wildwood Forest Elementary;NotMet;57.9;48.7;0;58;C
Wayne County Public Schools;Carver Elementary;NotMet;34.9;77.9;0;41;D
Wayne County Public Schools;Rosewood Elementary;Met;62.0;51.6;0;65;C
Wilkes County Schools;C C Wright Elementary;NotMet;47.6;72.1;0;50;D
Wayne County Public Schools;Dillard Middle;NotMet;14.1;91.9;0;21;F
Watauga County Schools;Cove Creek Elementary;Met;66.1;57.0;0;69;C
Wake County Schools;Yates Mill Elementary;Met;71.6;49.9;0;74;B
Wake County Schools;William G Enloe High;Met;65.5;35.1;1;72;B
Wake County Schools;Wendell Middle;NotMet;43.3;60.2;0;46;D
Wayne County Public Schools;Wayne School of Engineering;Exceeded;82.1;30.4;0;86;A
Wayne County Public Schools;Spring Creek Elementary;Exceeded;49.6;77.4;0;57;C
Wilkes County Schools;Boomer-Ferguson Elementary;Exceeded;59.6;83.3;0;66;C
Yadkin County Schools;Boonville Elementary;Exceeded;60.6;59.4;0;66;C
Wilkes County Schools;West Wilkes Middle;Exceeded;58.5;59.1;0;65;C
Wayne County Public Schools;Spring Creek High;Met;42.2;63.7;0;56;C
Yadkin County Schools;Jonesville Elementary;Met;62.5;75.7;0;65;C
Wilkes County Schools;North Wilkes High;NotMet;48.9;53.5;0;64;C
Wilson County Schools;James Hunt High;NotMet;50.7;51.7;0;61;C
Wilson County Schools;Fike High;NotMet;50.9;49.4;0;62;C
Alamance-Burlington Schools;Alexander Wilson Elementary;Exceeded;62.6;47.2;0;67;C
Rutherford County Schools;Mt Vernon-Ruth Elementary School;Met;59.8;73.8;0;65;C
Alamance-Burlington Schools;Edwin M Holt Elementary;NotMet;63.2;36.1;0;64;C
Alamance-Burlington Schools;R Homer Andrews Elementary;Met;40.1;91.8;0;48;D
Charlotte-Mecklenburg Schools;J.V. Washam Elementary;Met;78.2;18.9;0;78;B
Charlotte-Mecklenburg Schools;Crown Point Elementary;Met;63.1;59.0;0;67;C
Alamance-Burlington Schools;Walter M Williams High;Met;49.3;52.1;0;66;C
Forsyth County Schools;Sedge Garden Elementary;NotMet;53.3;48.2;0;56;C
Charlotte-Mecklenburg Schools;Idlewild Elementary;Met;57.7;83.4;0;62;C
Pender County Schools;Rocky Point Elementary;NotMet;33.8;80.6;0;40;D
Anson County Schools;Ansonville Elementary;Exceeded;53.2;63.1;0;61;C
Alexander County Schools;Sugar Loaf Elementary;Met;64.5;52.2;0;68;C
Gaston County Schools;York Chester Middle;NotMet;25.9;88.9;0;33;F
Currituck County Schools;Currituck County Middle;Met;61.5;45.4;0;64;C
Avery County Schools;Cranberry Middle;Exceeded;65.9;66.5;0;71;B
Charlotte-Mecklenburg Schools;Albemarle Road Middle;Met;40.8;87.1;0;47;D
Alamance-Burlington Schools;South Mebane Elementary;Met;71.7;42.6;0;73;B
Brunswick County Schools;Lincoln Elementary;Exceeded;51.9;81.6;0;60;C
Burke County Schools;George Hildebrand Elementary;Met;65.8;67.9;0;68;C
Harnett County Schools;Highland Elementary;Exceeded;61.6;43.9;0;66;C
Chapel Hill-Carrboro Schools;Ephesus Elementary;Met;75.0;26.0;0;77;B
Cabarrus County Schools;Coltrane-Webb Elementary;Met;60.8;52.6;0;64;C
Alamance-Burlington Schools;Southern Middle;NotMet;53.4;40.0;0;56;C
Wake County Schools;Smith Elementary;Met;48.3;70.8;0;55;C
Scotland County Schools;Pate-Gardner Elementary;NotMet;50.2;;0;54;D
Alamance-Burlington Schools;Highland Elementary;Exceeded;71.1;33.8;0;74;B
Alamance-Burlington Schools;Haw River Elementary;NotMet;33.0;91.5;0;39;F
Buncombe County Schools;Black Mountain Elementary;NotMet;68.9;48.3;0;68;C
Asheboro City Schools;Donna L Loflin Elementary;NotMet;39.7;83.2;0;43;D
Alexander County Schools;Stony Point Elementary;NotMet;55.6;59.7;0;56;C
Asheboro City Schools;Charles W McCrary Elementary;Met;39.2;90.1;0;47;D
Guilford County Schools;Archer Elementary;Exceeded;45.5;92.1;0;54;D
Macon County Schools;Cartoogechaye Elementary;Met;62.5;67.4;0;67;C
Caldwell County Schools;Oak Hill Elementary;Met;51.2;56.0;0;58;C
Charter Schools;Lake Norman Charter;Exceeded;83.2;;0;88;A
Cumberland County Schools;Anne Chesnutt Middle;Exceeded;47.3;65.8;0;56;C
Stokes County Schools;Lawsonville Elementary;Exceeded;61.3;51.5;0;67;C
Cumberland County Schools;E E Miller Elementary;Met;58.1;62.0;0;61;C
Cumberland County Schools;Cape Fear High;Exceeded;60.8;45.6;0;75;B
Robeson County Schools;Long Branch Elementary;Met;43.0;77.0;0;51;D
Cumberland County Schools;Ashley Elementary;Met;55.7;58.1;0;61;C
Sampson County Schools;Hobbton Middle;Met;53.7;70.1;0;59;C
Charlotte-Mecklenburg Schools;Smithfield Elementary;Exceeded;68.5;47.8;0;72;B
Carteret County Public Schools;Harkers Island Elementary;Met;76.4;57.8;0;78;B
Charlotte-Mecklenburg Schools;J H Gunn Elementary;Met;45.1;81.0;0;51;D
Caswell County Schools;Bartlett Yancey High;NotMet;32.3;59.2;0;50;D
Carteret County Public Schools;Beaufort Middle;Met;58.6;54.0;0;63;C
Catawba County Schools;Catawba Elementary School;Met;51.3;67.6;0;58;C
Caldwell County Schools;South Caldwell High;Met;58.9;42.7;0;71;B
Caldwell County Schools;West Caldwell High;Met;46.5;67.4;0;64;C
Surry County Schools;East Surry High;NotMet;67.5;42.4;0;74;B
Wake County Schools;Walnut Creek ES;NotMet;39.5;81.3;0;44;D
Guilford County Schools;Northwest Guilford High;Exceeded;77.9;14.2;0;86;A
Charlotte-Mecklenburg Schools;Huntersville Elementary;Met;86.1;26.8;0;86;A
Charlotte-Mecklenburg Schools;Berewick Elementary;NotMet;56.8;55.0;0;59;C
Beaufort County Schools;John Small Elementary;NotMet;41.9;67.6;0;44;D
Randolph County Schools;Trinity Elementary;Exceeded;56.8;60.5;0;63;C
Bertie County Schools;Bertie Early College High;Met;57.8;64.6;0;71;B
Polk County Schools;Tryon Elementary School;NotMet;68.1;60.8;0;67;C
Rowan-Salisbury Schools;West Rowan Middle;Met;54.5;57.3;0;60;C
Beaufort County Schools;Washington High;Met;44.0;56.8;0;62;C
Charter Schools;Alpha Academy;Met;51.1;;0;56;C
Nash-Rocky Mount Schools;Cedar Grove Elementary;Exceeded;45.1;83.3;0;53;D
Cumberland County Schools;Lake Rim Elementary;Exceeded;57.8;54.0;0;64;C
Cumberland County Schools;Terry Sanford High;Exceeded;57.5;38.7;0;73;B
Craven County Schools;Tucker Creek Middle;Exceeded;67.1;42.4;0;71;B
Columbus County Schools;Tabor City Middle;NotMet;36.7;78.5;0;41;D
Craven County Schools;Havelock Middle;Exceeded;53.6;62.4;0;62;C
Craven County Schools;Havelock Elementary;Met;60.8;64.8;0;65;C
Hoke County Schools;East Hoke Middle;NotMet;43.3;64.1;0;48;D
Charlotte-Mecklenburg Schools;Oaklawn Language Academy;Exceeded;67.9;76.9;0;72;B
Charlotte-Mecklenburg Schools;Mallard Creek Elementary;Exceeded;64.7;48.9;0;70;B
Charlotte-Mecklenburg Schools;Lebanon Road Elementary;Exceeded;55.6;78.9;0;62;C
Charlotte-Mecklenburg Schools;Highland Creek Elementary;NotMet;72.5;24.6;0;70;B
Catawba County Schools;Charles H Tuttle Elementary;Exceeded;63.0;43.9;0;68;C
Union County Public Schools;Western Union Elementary;NotMet;51.1;53.1;0;54;D
Dare County Schools;First Flight High School;Exceeded;77.1;25.1;0;84;B
Chapel Hill-Carrboro Schools;Chapel Hill High;Exceeded;78.9;21.2;0;87;A
Chapel Hill-Carrboro Schools;Carrboro Elementary;Met;71.8;33.6;0;74;B
Catawba County Schools;Maiden High;Met;59.9;47.6;0;72;B
Charlotte-Mecklenburg Schools;Olympic High - Biotech Health Pub Admin;Exceeded;67.9;55.6;0;77;B
Charlotte-Mecklenburg Schools;Olympic High - Intl Study, Global Econ;Exceeded;46.8;63.0;0;66;C
Asheville City Schools;School of Inquiry and Life Sciences;Exceeded;81.9;26.0;0;90;A
Cumberland County Schools;Seventy-First Classical Middle;Exceeded;71.0;40.7;0;74;B
Charlotte-Mecklenburg Schools;Community House Middle;Exceeded;83.1;15.7;0;86;A
Onslow County Schools;Jacksonville Commons Middle;NotMet;46.1;53.6;0;51;D
Charlotte-Mecklenburg Schools;Ardrey Kell High;Exceeded;90.2;11.8;0;94;A
Chapel Hill-Carrboro Schools;Phillips Middle;Exceeded;80.0;26.2;0;82;B
Chapel Hill-Carrboro Schools;Rashkis Elementary;Met;77.4;29.0;0;78;B
Cabarrus County Schools;Pitts School Road Elementary;NotMet;66.2;32.3;0;64;C
Burke County Schools;Mountain Crest Elementary;Exceeded;48.6;94.6;0;57;C
Cabarrus County Schools;Rocky River Elementary;NotMet;49.1;63.9;0;53;D
Charlotte-Mecklenburg Schools;Cornelius Elementary;Met;79.9;28.8;0;80;B
Burke County Schools;Rutherford College Elem;Exceeded;85.1;52.4;0;86;A
Cabarrus County Schools;Central Cabarrus High;Exceeded;56.6;50.3;0;71;B
Charlotte-Mecklenburg Schools;Coulwood Middle;NotMet;30.6;81.6;0;34;F
Wake County Schools;East Millbrook Middle;NotMet;43.9;63.1;1;49;D
Vance County Schools;Clarke Elementary;Exceeded;47.3;94.4;0;56;C
Burke County Schools;Icard Elementary;Met;62.1;70.5;0;66;C
Charter Schools;The Institute Development Young Leaders;NotMet;7.6;44.1;0;19;F
Charter Schools;Triangle Math and Science Academy;Exceeded;84.9;11.5;0;85;A
Granville County Schools;Tar River Elementary;NotMet;68.1;42.4;0;68;C
Charter Schools;Piedmont Community Charter School;Met;62.4;11.1;0;68;C
Guilford County Schools;Northeast Guilford High;Met;33.8;67.4;0;59;C
Charter Schools;Success Institute Charter;Met;21.3;90.3;0;33;F
Charter Schools;Torchlight Academy;Exceeded;41.4;89.8;0;50;D
Watauga County Schools;Mabel Elementary;Met;64.7;57.8;0;68;C
Charter Schools;Tiller School;NotMet;90.0;24.5;0;86;A
Rutherford County Schools;Rutherford Early College High School;NotMet;79.5;46.8;0;83;B
Wake County Schools;Vandora Springs Elementary;Exceeded;55.6;50.9;0;62;C
Halifax County Schools;Northwest Halifax High;Exceeded;32.8;83.6;0;57;C
Johnston County Schools;Powhatan Elementary;Exceeded;78.2;17.1;0;81;B
Guilford County Schools;Union Hill Elementary;NotMet;29.3;88.2;0;37;F
Haywood County Schools;Jonathan Valley Elementary;Met;75.3;52.4;0;77;B
Onslow County Schools;Southwest Middle;Exceeded;53.5;55.4;0;60;C
Harnett County Schools;Western Harnett High;Met;45.1;53.5;0;61;C
Harnett County Schools;Overhills High;NotMet;43.1;45.2;0;59;C
Harnett County Schools;Triton High;NotMet;41.1;56.6;0;61;C
New Hanover County Schools;Dr Hubert Eaton Sr Elem;Exceeded;87.9;16.2;0;89;A
New Hanover County Schools;Mary C Williams Elementary;Met;48.3;86.0;0;55;C
New Hanover County Schools;Emma B Trask Middle;Exceeded;65.2;47.7;0;70;B
New Hanover County Schools;Charles P Murray Middle;Met;69.7;40.7;0;72;B
New Hanover County Schools;Myrtle Grove Middle;Met;67.8;45.2;0;70;B
New Hanover County Schools;John T Hoggard High;Met;69.9;26.3;0;77;B
Nash-Rocky Mount Schools;Rocky Mount High;NotMet;28.4;68.0;0;46;D
Nash-Rocky Mount Schools;Red Oak Middle;NotMet;45.7;59.1;0;48;D
Pitt County Schools;Ayden-Grifton High;NotMet;31.5;60.0;0;55;C
Wake County Schools;Martin Middle;Met;71.6;26.9;1;73;B
Pamlico County Schools;Fred A Anderson Elementary;Exceeded;50.5;63.3;0;58;C
Northampton County Schools;Northampton County High School;Met;35.5;79.5;0;60;C
Perquimans County Schools;Perquimans County High;NotMet;44.8;53.6;0;60;C
Perquimans County Schools;Hertford Grammar;Exceeded;55.9;65.8;0;64;C
Orange County Schools;A L Stanback Middle;NotMet;55.9;48.1;0;55;C
Onslow County Schools;Blue Creek Elementary;Met;58.7;62.6;0;63;C
Pender County Schools;Penderlea Elementary;Met;52.2;60.2;0;58;C
Pender County Schools;Burgaw Middle;NotMet;38.6;74.3;0;43;D
Onslow County Schools;Dixon High;Exceeded;55.5;34.7;0;72;B
Orange County Schools;Orange High;NotMet;55.4;32.9;0;67;C
Henderson County Schools;Glenn C Marlow Elementary;Exceeded;85.1;32.3;0;85;A
Henderson County Schools;Hendersonville Middle;Exceeded;69.8;47.2;0;75;B
Hoke County Schools;J W McLauchlin Elementary;Met;40.5;84.9;0;48;D
Wayne County Public Schools;Rosewood High;NotMet;48.0;36.8;0;62;C
Wayne County Public Schools;Rosewood Middle;Met;56.7;49.0;0;62;C
Hickory City Schools;Southwest Elementary;Met;39.0;84.3;0;47;D
Henderson County Schools;Dana Elementary;Met;58.7;81.7;0;64;C
Hickory City Schools;Longview Elementary;Met;44.9;92.3;0;51;D
Hickory City Schools;Viewmont Elementary;Met;53.4;66.8;0;57;C
Haywood County Schools;Pisgah High;NotMet;59.3;45.8;0;69;C
Randolph County Schools;Southwestern Randolph High;Exceeded;52.9;49.7;0;72;B
Union County Public Schools;Sun Valley Elementary;Met;74.5;34.8;0;76;B
Randolph County Schools;Grays Chapel Elementary;Met;63.3;57.3;0;67;C
Randolph County Schools;Level Cross Elementary;Met;59.4;53.9;0;64;C
Thomasville City Schools;Liberty Drive Elementary;Exceeded;45.3;90.8;0;55;C
Brunswick County Schools;Jessie Mae Monroe Elementary;Met;47.3;77.5;0;52;D
Stokes County Schools;Poplar Springs Elementary;Exceeded;67.9;50.2;0;72;B
Buncombe County Schools;Valley Springs Middle;Exceeded;67.3;50.0;0;71;B
Charlotte-Mecklenburg Schools;Davidson Elementary;Met;83.4;12.6;0;82;B
Caldwell County Schools;Happy Valley Elementary;Met;58.2;60.4;0;63;C
Buncombe County Schools;Koontz Intermediate;NotMet;63.3;49.0;0;62;C
Bladen County Schools;Elizabethtown Primary;Met;41.8;83.3;0;50;D
Northampton County Schools;Conway Middle;NotMet;28.5;82.2;0;33;F
Whiteville City Schools;Whiteville High;Met;49.5;56.7;0;65;C
Edgecombe County Public School;South Edgecombe Middle;Met;35.7;76.4;0;44;D
Davidson County Schools;Brier Creek Elementary;NotMet;51.4;57.3;0;53;D
Davidson County Schools;South Davidson High;NotMet;49.0;51.1;0;62;C
Davie County Schools;Pinebrook Elementary;NotMet;67.5;37.8;0;66;C
Duplin County Schools;Kenansville Elementary;Met;48.1;72.9;0;54;D
Dare County Schools;Manteo Elementary School;Met;51.9;60.2;0;58;C
Greene County Schools;West Greene Elementary;Met;34.5;77.1;0;42;D
Duplin County Schools;Chinquapin Elementary;Met;56.4;59.4;0;62;C
Davidson County Schools;Midway Elementary;Met;60.9;43.7;0;65;C
Davidson County Schools;Tyro Middle;Met;55.7;50.3;0;61;C
Cumberland County Schools;Margaret Willis Elementary;Exceeded;53.2;83.5;0;60;C
New Hanover County Schools;Bradley Creek Elementary;Exceeded;59.8;55.9;0;65;C
Richmond County Schools;Richmond Early College High;NotMet;65.0;63.7;0;72;B
Cumberland County Schools;Howard L Hall Elementary;Met;65.6;39.1;0;68;C
Cumberland County Schools;J W Seabrook Elementary;Met;53.5;70.7;0;59;C
Cumberland County Schools;Ireland Drive Middle;NotMet;29.4;86.8;0;35;F
Cumberland County Schools;Mac Williams Middle;NotMet;55.0;52.1;0;57;C
Cumberland County Schools;Gray's Creek Elementary;Met;55.8;44.9;0;61;C
Cumberland County Schools;Gray's Creek High;Met;55.0;43.4;0;69;C
Wayne County Public Schools;North Drive Elementary;Met;33.3;;0;43;D
Granville County Schools;West Oxford Elementary;NotMet;29.6;74.5;0;37;F
Madison County Schools;Brush Creek Elementary;NotMet;48.5;63.6;0;51;D
Guilford County Schools;Brooks Global Elementary;Met;77.8;37.5;0;78;B
Guilford County Schools;GC Middle College High;N/A;0.0;31.3;0;89;A
Guilford County Schools;Alamance Elementary;NotMet;54.8;48.6;0;57;C
Guilford County Schools;Lucy Ragsdale High;NotMet;59.4;46.8;0;69;C
Guilford County Schools;Claxton Elementary;Met;66.6;32.4;0;70;B
Greene County Schools;Greene Central High;Met;29.0;66.6;0;55;C
Guilford County Schools;Aycock Middle;Met;39.7;74.8;0;46;D
Guilford County Schools;Fairview Elementary;Met;23.0;;0;33;F
Durham Public Schools;George L Carrington Middle;Met;43.8;62.3;0;52;D
Duplin County Schools;Wallace-Rose Hill High;NotMet;39.9;63.6;0;55;C
Hertford County Schools;Ahoskie Elementary;NotMet;33.3;82.0;0;39;F
Durham Public Schools;Mangum Elementary;Exceeded;74.7;26.3;0;78;B
Durham Public Schools;Lowe's Grove Middle;NotMet;26.2;79.0;0;32;F
Durham Public Schools;C E Jordan High;Exceeded;54.6;39.7;0;71;B
Durham Public Schools;Forest View Elementary;Met;57.6;61.0;0;63;C
Durham Public Schools;Morehead Montessori;Met;56.0;39.3;0;61;C
Durham Public Schools;Northern High;Exceeded;38.0;60.0;0;60;C
Duplin County Schools;Warsaw Middle;Met;31.0;87.8;0;40;D
Forsyth County Schools;Mineral Springs Middle;NotMet;26.4;93.0;0;32;F
Wake County Schools;Alston Ridge Elementary;NotMet;85.8;7.6;0;82;B
Forsyth County Schools;Middle Fork Elementary;Met;46.1;87.2;0;53;D
Forsyth County Schools;Lewisville Elementary;Met;87.5;23.1;0;85;A
Forsyth County Schools;Gibson Elementary;NotMet;29.8;92.2;0;35;F
Forsyth County Schools;Flat Rock Middle;NotMet;34.3;80.5;0;41;D
Orange County Schools;Cedar Ridge High;NotMet;58.5;30.7;0;70;B
Gaston County Schools;Holbrook Middle;NotMet;50.4;68.1;0;54;D
Wake County Schools;Brassfield Elementary;Met;81.8;14.7;0;82;B
Union County Public Schools;Sandy Ridge Elementary;Exceeded;83.7;;0;85;A
Cumberland County Schools;Sunnyside Elementary;Exceeded;58.3;76.4;0;64;C
Cumberland County Schools;Vanstory Hills Elementary;Met;75.8;37.6;0;75;B
Cumberland County Schools;Warrenwood Elementary;NotMet;39.2;80.0;0;45;D
Currituck County Schools;W T Griggs Elementary;Met;56.2;62.1;0;60;C
Cumberland County Schools;Montclair Elementary;Met;57.7;77.0;0;61;C
McDowell County Schools;McDowell Early College;Met;80.0;40.7;0;86;A
Cumberland County Schools;Westover High;Exceeded;37.6;70.2;0;56;C
Cumberland County Schools;South View Middle;Met;41.2;67.0;0;47;D
Wake County Schools;Vance Elementary;Exceeded;62.5;42.1;0;67;C
